mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
2.9526047e-06,1.2356777e-05,1.2495304e-05,0.4914907,0.0,0.49885333,0.04849733,0.08126863,0.049305975
2.9152388e-06,1.2354759e-05,1.2493112e-05,0.49143666,0.0,0.49879903,0.048489142,0.0817745,0.049298886
2.884261e-06,1.2352759e-05,1.249091e-05,0.49138245,0.0,0.49874485,0.048481163,0.08199605,0.04929182
2.9091466e-06,1.2350764e-05,1.24887165e-05,0.49132892,0.0,0.49869075,0.048473664,0.08122916,0.049284704
2.9461407e-06,1.2348793e-05,1.248657e-05,0.49127525,0.0,0.49863672,0.048465196,0.08101764,0.0492776
2.95366e-06,1.2346815e-05,1.2484398e-05,0.4912214,0.0,0.49858284,0.04845704,0.08115704,0.04927059
2.928013e-06,1.23448335e-05,1.2482248e-05,0.4911677,0.0,0.49852905,0.048449256,0.0808392,0.04926355
2.8853503e-06,1.234288e-05,1.2480114e-05,0.49111387,0.0,0.4984753,0.048441425,0.08090418,0.04925649
3.0040599e-06,1.2340916e-05,1.2477983e-05,0.49106047,0.0,0.49842167,0.04843395,0.08153484,0.049249455
2.9316855e-06,1.2338996e-05,1.2475886e-05,0.49100697,0.0,0.49836814,0.048425984,0.08172431,0.049242485
2.869179e-06,1.2337071e-05,1.2473792e-05,0.49095342,0.0,0.4983147,0.04841838,0.08133237,0.049235474
2.9010816e-06,1.2335161e-05,1.2471679e-05,0.49089992,0.0,0.49826136,0.048411086,0.081426,0.049228504
2.8502993e-06,1.233325e-05,1.2469587e-05,0.49084616,0.0,0.49820808,0.048403826,0.08144906,0.04922156
2.8438012e-06,1.2331355e-05,1.24675225e-05,0.4907922,0.0,0.4981549,0.048397105,0.08120274,0.049214624
2.8521908e-06,1.23294885e-05,1.2465468e-05,0.4907387,0.0,0.49810186,0.048390657,0.08112479,0.049207706
2.8539525e-06,1.2327609e-05,1.2463409e-05,0.4906853,0.0,0.49804884,0.048383765,0.08106394,0.049200803
2.8230256e-06,1.2325727e-05,1.2461374e-05,0.49063188,0.0,0.49799594,0.04837676,0.08108922,0.04919392
2.826369e-06,1.2323887e-05,1.2459338e-05,0.4905786,0.0,0.49794313,0.048369937,0.08109102,0.049187016
2.8249658e-06,1.2322038e-05,1.2457322e-05,0.49052495,0.0,0.4978904,0.048363168,0.08158574,0.049180124
2.8815612e-06,1.2320178e-05,1.2455312e-05,0.49047112,0.0,0.49783778,0.048357137,0.08193672,0.04917327
2.8605064e-06,1.23183545e-05,1.24533135e-05,0.49041805,0.0,0.49778524,0.048351582,0.08128178,0.049166404
2.9835185e-06,1.2316526e-05,1.2451304e-05,0.4903648,0.0,0.49773276,0.048344992,0.08075692,0.049159613
2.9445766e-06,1.231471e-05,1.2449327e-05,0.49031156,0.0,0.4976804,0.04833883,0.08101862,0.049152844
2.8516713e-06,1.2312907e-05,1.2447356e-05,0.49025875,0.0,0.49762812,0.048332706,0.08105682,0.04914603
2.8163295e-06,1.2311126e-05,1.24454045e-05,0.49020603,0.0,0.49757594,0.048326027,0.08082939,0.049139258
2.881393e-06,1.23093405e-05,1.2443447e-05,0.49015367,0.0,0.49752384,0.048319355,0.081137665,0.049132466
2.791394e-06,1.2307583e-05,1.2441508e-05,0.4901016,0.0,0.4974718,0.04831241,0.08123546,0.049125776
2.823062e-06,1.2305777e-05,1.2439562e-05,0.4900488,0.0,0.4974199,0.04830514,0.08091117,0.049119044
2.8516333e-06,1.2304052e-05,1.24376575e-05,0.48999658,0.0,0.49736804,0.04829915,0.08076032,0.049112357
2.8091636e-06,1.2302277e-05,1.2435735e-05,0.48994496,0.0,0.4973163,0.04829242,0.08084471,0.049105603
2.8161962e-06,1.2300534e-05,1.2433835e-05,0.48989302,0.0,0.49726465,0.048284836,0.081324555,0.04909894
2.903049e-06,1.22988195e-05,1.2431931e-05,0.48984122,0.0,0.4972131,0.048278082,0.081501,0.04909227
2.8150562e-06,1.2297098e-05,1.2430049e-05,0.4897895,0.0,0.49716163,0.048271302,0.08115368,0.04908566
2.758132e-06,1.2295389e-05,1.2428171e-05,0.48973772,0.0,0.49711022,0.048264533,0.08090071,0.049078993
2.8176883e-06,1.2293682e-05,1.2426271e-05,0.48968586,0.0,0.4970589,0.048257872,0.08128346,0.04907234
2.7904875e-06,1.2291994e-05,1.2424447e-05,0.48963416,0.0,0.49700767,0.04825169,0.080959745,0.049065758
2.7497572e-06,1.2290309e-05,1.2422578e-05,0.4895827,0.0,0.49695653,0.048245344,0.0806876,0.049059212
2.8284826e-06,1.2288619e-05,1.24207545e-05,0.48953125,0.0,0.49690548,0.048238788,0.08114887,0.049052592
2.7370595e-06,1.2286932e-05,1.2418911e-05,0.48947996,0.0,0.4968545,0.048232388,0.081283174,0.049046036
2.7597393e-06,1.2285274e-05,1.2417097e-05,0.4894291,0.0,0.49680364,0.048225936,0.080563314,0.049039457
2.7336926e-06,1.2283614e-05,1.2415266e-05,0.48937827,0.0,0.49675286,0.048218902,0.080688216,0.049032923
2.6862751e-06,1.2281966e-05,1.2413462e-05,0.48932767,0.0,0.49670213,0.04821184,0.08098165,0.04902635
2.7433086e-06,1.2280341e-05,1.2411646e-05,0.48927668,0.0,0.4966515,0.048204485,0.08119654,0.049019855
2.7716558e-06,1.227869e-05,1.2409887e-05,0.48922575,0.0,0.49660096,0.048197992,0.08117272,0.049013376
2.7080275e-06,1.2277075e-05,1.2408089e-05,0.4891749,0.0,0.4965505,0.04819155,0.08108226,0.04900693
2.7784588e-06,1.2275451e-05,1.2406299e-05,0.48912367,0.0,0.49650013,0.048185162,0.080765076,0.049000442
2.752856e-06,1.2273827e-05,1.2404536e-05,0.4890725,0.0,0.49644983,0.048179526,0.080596656,0.04899403
2.7241042e-06,1.2272237e-05,1.2402786e-05,0.4890217,0.0,0.49639964,0.04817385,0.0803818,0.04898757
2.7407857e-06,1.2270631e-05,1.240105e-05,0.488971,0.0,0.4963495,0.0481678,0.08060886,0.048981167
2.7281624e-06,1.2269073e-05,1.2399299e-05,0.48892063,0.0,0.49629948,0.048161697,0.0810283,0.048974767
2.6716007e-06,1.22674755e-05,1.23976e-05,0.48887032,0.0,0.49624953,0.048155107,0.08089989,0.048968364
2.6871196e-06,1.2265888e-05,1.2395856e-05,0.4888191,0.0,0.4961996,0.048148464,0.08102454,0.048961982
2.8820914e-06,1.226433e-05,1.2394142e-05,0.48876822,0.0,0.4961498,0.04814351,0.08070566,0.04895565
2.84714e-06,1.2262764e-05,1.2392438e-05,0.48871773,0.0,0.49610013,0.048138157,0.08023628,0.04894929
2.7295146e-06,1.2261225e-05,1.2390715e-05,0.4886673,0.0,0.49605054,0.048132293,0.0803039,0.04894295
2.8096686e-06,1.2259679e-05,1.2389044e-05,0.4886173,0.0,0.496001,0.048126377,0.08074875,0.048936624
2.773743e-06,1.2258139e-05,1.238736e-05,0.48856705,0.0,0.49595156,0.048120074,0.08094282,0.048930254
2.6615282e-06,1.2256614e-05,1.2385689e-05,0.48851663,0.0,0.4959022,0.04811423,0.08112213,0.048923947
2.7451424e-06,1.2255094e-05,1.2384027e-05,0.48846716,0.0,0.49585292,0.048108798,0.081111945,0.048917674
2.8267198e-06,1.225357e-05,1.2382373e-05,0.48841769,0.0,0.49580374,0.048101936,0.080739245,0.04891143
2.6627592e-06,1.2252055e-05,1.2380695e-05,0.4883679,0.0,0.49575463,0.048095267,0.08084232,0.048905134
2.7445083e-06,1.2250565e-05,1.2379051e-05,0.48831844,0.0,0.4957056,0.04808935,0.08084489,0.048898943
