mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
0.00022449883,4.5180393e-05,4.5356643e-05,0.41676262,0.0,0.4196592,0.038520582,0.08808236,0.038630206
0.00016974864,4.4955683e-05,4.5131714e-05,0.41638014,0.0,0.4192818,0.03841033,0.08216859,0.038519733
9.6684234e-05,4.473254e-05,4.4908364e-05,0.41600087,0.0,0.41890526,0.03830136,0.12163192,0.038409837
0.00040049083,4.4510907e-05,4.4686552e-05,0.4156191,0.0,0.4185295,0.038191635,0.12422778,0.03830044
0.00039694575,4.4290766e-05,4.4466287e-05,0.41523972,0.0,0.4181545,0.038084123,0.08688346,0.03819151
0.00012474229,4.407215e-05,4.4247445e-05,0.41486138,0.0,0.41778016,0.037976056,0.08974213,0.038082924
0.00012594784,4.3854987e-05,4.403012e-05,0.4144838,0.0,0.41740647,0.037868153,0.08890682,0.037974704
0.0001514923,4.3639247e-05,4.3814205e-05,0.41411093,0.0,0.41703334,0.03776056,0.09784804,0.03786677
0.0001811678,4.3424923e-05,4.3599688e-05,0.4137362,0.0,0.41666076,0.037650928,0.09696146,0.037759118
0.0001677451,4.3212032e-05,4.33866e-05,0.41336358,0.0,0.41628876,0.03754297,0.12414434,0.03765174
0.00037183598,4.3000455e-05,4.3174903e-05,0.41298696,0.0,0.4159173,0.037434418,0.11699611,0.03754463
0.0003398434,4.2790252e-05,4.2964537e-05,0.41261187,0.0,0.4155464,0.03732848,0.09474058,0.03743779
0.00022496871,4.2581425e-05,4.2755502e-05,0.41223633,0.0,0.41517603,0.037222296,0.10104199,0.03733121
0.00018631008,4.2373955e-05,4.254785e-05,0.41186342,0.0,0.41480625,0.037116986,0.08646668,0.037224963
0.00013981506,4.216775e-05,4.2341482e-05,0.41149363,0.0,0.41443703,0.037010968,0.10303598,0.037118994
